2.47489999999993,431.12711
2.42540000000008,451.89136
2.37599999999998,461.8287
2.32639999999992,515.0426
2.27700000000004,557.03442
2.22739999999999,568.83936
2.17799999999988,652.44812
2.12860000000001,682.4043
2.07899999999995,760.30249
2.02960000000007,804.6217
1.98009999999999,923.01385
1.93059999999991,954.71753
1.88110000000006,1069.4225
1.83159999999998,1152.3285
1.7820999999999,1241.2834
1.73260000000005,1355.394
1.68309999999997,1497.4716
1.63370000000009,1601.8779
1.58410000000003,1751.9868
1.53469999999993,1923.0023
1.4851000000001,2100.3267
1.4357,2290.9451
1.38609999999994,2461.0745
1.33670000000006,2705.322
1.28710000000001,2872.5574
1.2376999999999,3155.8823
1.18810000000008,3407.0825
1.13869999999997,3688.4346
1.08909999999992,3997.8267
1.03970000000004,4319.4419
0.990099999999984,4599.0669
0.940700000000106,4890.6147
0.891100000000051,5258.2441
0.841699999999946,5610.8418
0.792099999999891,5928.3916
0.742700000000013,6259.2227
0.693099999999959,6567.0215
0.643600000000106,6817.2803
0.594100000000026,7070.5986
0.544599999999946,7238.7578
0.495100000000093,7380.5518
0.445600000000013,7513.1875
0.396099999999933,7442.1968
0.34660000000008,7425.0469
0.297000000000025,7126.1904
0.24759999999992,6837.8462
0.198000000000093,6450.9751
0.148500000000013,6097.9043
0.0989999999999327,5660.4741
0.04950000000008,5482.5435
0,5376.9526
-0.04950000000008,5532.0708
-0.0990999999999076,5879.2397
-0.148500000000013,6229.9419
-0.198100000000068,6685.3081
-0.24759999999992,7027.2593
-0.2971,7300.3511
-0.34660000000008,7526.6304
-0.396199999999908,7636.1265
-0.445799999999963,7616.6343
-0.495200000000068,7542.5591
-0.544799999999896,7408.3657
-0.594299999999976,7235.1821
-0.643800000000056,6955.1675
-0.693299999999908,6763.9243
-0.742899999999963,6510.6938
-0.792400000000043,6133.4185
-0.841899999999896,5903.6294
-0.891399999999976,5620.9849
-0.941000000000031,5277.0415
-0.990600000000086,4993.6641
-1.03999999999996,4718.4238
-1.08960000000002,4453.6357
-1.1391000000001,4160.5283
-1.18869999999993,3947.4321
-1.23810000000003,3670.8792
-1.28770000000009,3390.2136
-1.33719999999994,3225.0232
-1.38679999999999,3018.1702
-1.43640000000005,2793.3916
-1.4858999999999,2647.6982
-1.53539999999998,2451.7053
-1.58490000000006,2272.2537
-1.63450000000012,2137.5181
-1.68409999999994,2016.9854
-1.73360000000002,1882.5103
-1.78320000000008,1770.041
-1.83259999999996,1639.3173
-1.88220000000001,1536.7509
-1.93170000000009,1433.3242
-1.98129999999992,1346.731
-2.03089999999997,1266.5049
-2.08040000000005,1175.7086
-2.13000000000011,1130.7133
-2.17949999999996,1050.4431
-2.22910000000002,963.32227
-2.27870000000007,947.24786
-2.32809999999995,845.59973
-2.3777,796.79047
-2.42720000000008,735.1015
-2.47679999999991,737.16943
